| Time            |   T° | Well   |   Data | Row   |   Column | Read    |   Ex |   Em |   Seconds | Experiment        | Label              | DNA Template                |   [DNA Template] (ng/uL) | Blank   |   DataBlank |   DataBlanked |
| 0 days 03:35:00 | 37   | C3     |   3361 | C     |        3 | 490,520 |  490 |  520 |     12900 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 03:40:00 | 37   | C3     |   3464 | C     |        3 | 490,520 |  490 |  520 |     13200 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 03:45:00 | 37   | C3     |   3509 | C     |        3 | 490,520 |  490 |  520 |     13500 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 03:50:00 | 37   | C3     |   3482 | C     |        3 | 490,520 |  490 |  520 |     13800 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 03:55:00 | 37   | C3     |   3464 | C     |        3 | 490,520 |  490 |  520 |     14100 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:00:00 | 37   | C3     |   3529 | C     |        3 | 490,520 |  490 |  520 |     14400 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:05:00 | 37   | C3     |   3639 | C     |        3 | 490,520 |  490 |  520 |     14700 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:10:00 | 37.1 | C3     |   3641 | C     |        3 | 490,520 |  490 |  520 |     15000 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:15:00 | 37   | C3     |   3609 | C     |        3 | 490,520 |  490 |  520 |     15300 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:20:00 | 37   | C3     |   3639 | C     |        3 | 490,520 |  490 |  520 |     15600 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:25:00 | 37.1 | C3     |   3655 | C     |        3 | 490,520 |  490 |  520 |     15900 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:30:00 | 37   | C3     |   3571 | C     |        3 | 490,520 |  490 |  520 |     16200 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:35:00 | 37   | C3     |   3705 | C     |        3 | 490,520 |  490 |  520 |     16500 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:40:00 | 37   | C3     |   3696 | C     |        3 | 490,520 |  490 |  520 |     16800 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:45:00 | 37.1 | C3     |   3690 | C     |        3 | 490,520 |  490 |  520 |     17100 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:50:00 | 37   | C3     |   3702 | C     |        3 | 490,520 |  490 |  520 |     17400 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 04:55:00 | 37   | C3     |   3717 | C     |        3 | 490,520 |  490 |  520 |     17700 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:00:00 | 37.1 | C3     |   3619 | C     |        3 | 490,520 |  490 |  520 |     18000 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:05:00 | 37   | C3     |   3738 | C     |        3 | 490,520 |  490 |  520 |     18300 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:10:00 | 37   | C3     |   3730 | C     |        3 | 490,520 |  490 |  520 |     18600 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:15:00 | 37.1 | C3     |   3751 | C     |        3 | 490,520 |  490 |  520 |     18900 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:20:00 | 37.1 | C3     |   3794 | C     |        3 | 490,520 |  490 |  520 |     19200 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:25:00 | 37   | C3     |   3780 | C     |        3 | 490,520 |  490 |  520 |     19500 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:30:00 | 37.1 | C3     |   3778 | C     |        3 | 490,520 |  490 |  520 |     19800 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:35:00 | 37   | C3     |   3807 | C     |        3 | 490,520 |  490 |  520 |     20100 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:40:00 | 37   | C3     |   3781 | C     |        3 | 490,520 |  490 |  520 |     20400 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:45:00 | 37   | C3     |   3688 | C     |        3 | 490,520 |  490 |  520 |     20700 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:50:00 | 37   | C3     |   3791 | C     |        3 | 490,520 |  490 |  520 |     21000 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 05:55:00 | 37   | C3     |   3691 | C     |        3 | 490,520 |  490 |  520 |     21300 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 06:00:00 | 37.1 | C3     |   3711 | C     |        3 | 490,520 |  490 |  520 |     21600 | DNA Comparison    | plamGFP (20240510) | pT7-lacO-plamGFP (20240510) |                     17.1 | nan     |         nan |           nan |
| 0 days 00:00:00 | 37   | C4     |    259 | C     |        4 | 490,520 |  490 |  520 |         0 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 00:05:00 | 37.1 | C4     |    264 | C     |        4 | 490,520 |  490 |  520 |       300 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 00:10:00 | 37   | C4     |    244 | C     |        4 | 490,520 |  490 |  520 |       600 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 00:15:00 | 37   | C4     |    230 | C     |        4 | 490,520 |  490 |  520 |       900 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 00:20:00 | 37   | C4     |    257 | C     |        4 | 490,520 |  490 |  520 |      1200 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 00:25:00 | 37   | C4     |    258 | C     |        4 | 490,520 |  490 |  520 |      1500 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 00:30:00 | 37   | C4     |    387 | C     |        4 | 490,520 |  490 |  520 |      1800 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 00:35:00 | 36.9 | C4     |    855 | C     |        4 | 490,520 |  490 |  520 |      2100 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 00:40:00 | 37   | C4     |   1758 | C     |        4 | 490,520 |  490 |  520 |      2400 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 00:45:00 | 37.1 | C4     |   3372 | C     |        4 | 490,520 |  490 |  520 |      2700 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 00:50:00 | 37.1 | C4     |   5519 | C     |        4 | 490,520 |  490 |  520 |      3000 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 00:55:00 | 37   | C4     |   8068 | C     |        4 | 490,520 |  490 |  520 |      3300 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:00:00 | 37   | C4     |  10850 | C     |        4 | 490,520 |  490 |  520 |      3600 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:05:00 | 37   | C4     |  14167 | C     |        4 | 490,520 |  490 |  520 |      3900 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:10:00 | 37.1 | C4     |  17155 | C     |        4 | 490,520 |  490 |  520 |      4200 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:15:00 | 37   | C4     |  20349 | C     |        4 | 490,520 |  490 |  520 |      4500 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:20:00 | 37   | C4     |  23470 | C     |        4 | 490,520 |  490 |  520 |      4800 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:25:00 | 37.1 | C4     |  26384 | C     |        4 | 490,520 |  490 |  520 |      5100 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:30:00 | 37   | C4     |  28820 | C     |        4 | 490,520 |  490 |  520 |      5400 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:35:00 | 37.1 | C4     |  31354 | C     |        4 | 490,520 |  490 |  520 |      5700 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:40:00 | 37.1 | C4     |  33571 | C     |        4 | 490,520 |  490 |  520 |      6000 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:45:00 | 37.1 | C4     |  35785 | C     |        4 | 490,520 |  490 |  520 |      6300 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:50:00 | 37   | C4     |  37853 | C     |        4 | 490,520 |  490 |  520 |      6600 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 01:55:00 | 37   | C4     |  39214 | C     |        4 | 490,520 |  490 |  520 |      6900 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 02:00:00 | 37   | C4     |  40565 | C     |        4 | 490,520 |  490 |  520 |      7200 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 02:05:00 | 37   | C4     |  41762 | C     |        4 | 490,520 |  490 |  520 |      7500 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 02:10:00 | 37   | C4     |  42956 | C     |        4 | 490,520 |  490 |  520 |      7800 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 02:15:00 | 37   | C4     |  43744 | C     |        4 | 490,520 |  490 |  520 |      8100 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 02:20:00 | 37   | C4     |  44372 | C     |        4 | 490,520 |  490 |  520 |      8400 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 02:25:00 | 37   | C4     |  44933 | C     |        4 | 490,520 |  490 |  520 |      8700 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 02:30:00 | 37   | C4     |  45238 | C     |        4 | 490,520 |  490 |  520 |      9000 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 02:35:00 | 37   | C4     |  45703 | C     |        4 | 490,520 |  490 |  520 |      9300 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 02:40:00 | 37   | C4     |  46071 | C     |        4 | 490,520 |  490 |  520 |      9600 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 02:45:00 | 37   | C4     |  46117 | C     |        4 | 490,520 |  490 |  520 |      9900 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
| 0 days 02:50:00 | 37   | C4     |  46417 | C     |        4 | 490,520 |  490 |  520 |     10200 | DNA Comparison    | plamGFP (20240622) | pT7-tetO-plamGFP (20240622) |                     72.7 | nan     |         nan |           nan |
